Year,GDP_Growth_%,Inflation_%,Unemployment_%,Population_Billion,FDI_Billion_$,Exports_Billion_$,Imports_Billion_$,Tech_Investment_Billion_$,Leading_Sector,Policy_Focus,Economic_Outlook
2030,8.49,4.1,8.17,1.51,71.43,779.68,549.66,113.83,Renewable Energy,Startup India,Moderate
2047,8.78,3.55,6.37,1.52,57.16,767.73,785.09,77.75,Infrastructure,Green Energy,Strong
2048,7.03,4.43,5.65,1.43,106.19,723.14,1050.49,108.45,Space,Green Energy,Positive
2028,7.25,5.22,4.47,1.51,150.46,918.54,1004.6,131.7,Technology,Green Energy,Positive
2037,7.52,4.42,8.08,1.47,118.03,949.61,884.6,92.52,EV,Smart Cities,Moderate
2041,7.32,3.61,5.96,1.52,93.29,872.26,719.29,88.53,Infrastructure,Smart Cities,Positive
2044,5.86,4.58,5.2,1.57,137.05,612.07,827.32,84.36,Space,Make in India,Positive
2030,7.54,4.17,4.84,1.51,132.68,718.53,928.29,68.72,EV,Green Energy,Positive
2047,5.53,4.51,5.2,1.45,141.79,773.96,951.68,106.85,Infrastructure,Smart Cities,Strong
2050,6.61,3.95,7.12,1.53,127.1,637.12,863.77,88.62,Renewable Energy,Smart Cities,Strong
2039,7.6,3.94,7.26,1.52,132.15,759.49,939.71,87.01,Renewable Energy,Smart Cities,Positive
2030,7.68,3.91,6.85,1.6,128.28,752.67,811.78,103.75,Biotech,Make in India,Moderate
2040,6.55,4.86,6.33,1.51,98.06,880.1,805.59,105.59,Infrastructure,Make in India,Positive
2042,6.83,3.94,4.95,1.47,69.07,690.21,755.75,77.98,Infrastructure,Green Energy,Very Strong
2039,6.72,3.88,5.47,1.54,96.97,889.6,879.44,78.46,AI,Startup India,Moderate
2045,7.12,3.54,5.09,1.49,137.62,635.12,960.05,77.57,EV,Green Energy,Strong
2030,7.18,4.52,6.77,1.5,100.47,651.86,919.18,132.27,EV,Smart Cities,Very Strong
2037,7.73,4.42,5.14,1.45,106.36,704.48,649.47,119.54,EV,PLI Scheme,Positive
2041,6.79,3.89,5.49,1.49,80.86,755.74,656.97,104.14,EV,Smart Cities,Positive
2041,7.5,3.7,6.02,1.5,96.22,460.02,974.51,82.49,Technology,Digital Push,Moderate
2046,7.61,5.51,4.53,1.49,109.77,805.12,844.72,84.86,Technology,PLI Scheme,Moderate
2032,7.36,2.88,6.25,1.47,122.31,955.12,850.19,97.27,Space,PLI Scheme,Positive
2029,6.99,4.55,6.09,1.51,98.53,828.15,847.04,134.18,Manufacturing,Green Energy,Positive
2026,7.34,5.1,7.38,1.45,96.79,724.72,1065.23,95.78,Infrastructure,Smart Cities,Moderate
2030,7.8,1.83,5.38,1.44,131.05,619.85,757.52,100.18,Infrastructure,Smart Cities,Very Strong
2048,7.87,4.76,4.9,1.54,118.13,532.44,976.33,39.02,Infrastructure,Startup India,Strong
2035,8.65,4.05,5.83,1.53,121.22,552.84,852.7,95.15,Infrastructure,Digital Push,Moderate
2047,6.41,4.38,5.1,1.43,148.21,734.3,595.93,62.12,EV,Green Energy,Very Strong
2030,6.85,3.97,6.24,1.41,97.37,1002.83,704.52,80.26,EV,Make in India,Positive
2029,5.91,4.95,4.34,1.45,108.77,423.95,735.02,90.94,Technology,Green Energy,Strong
2027,7.94,4.45,5.59,1.49,123.78,834.03,973.04,83.96,Renewable Energy,PLI Scheme,Very Strong
2045,6.93,4.29,5.27,1.56,88.21,668.67,991.82,77.28,AI,Green Energy,Strong
2035,7.36,3.57,6.77,1.49,115.73,709.74,869.54,77.46,EV,Startup India,Strong
2044,6.72,5.52,5.39,1.46,110.55,637.48,746.81,85.78,EV,Green Energy,Strong
2026,6.94,4.21,4.46,1.51,179.43,585.91,692.46,84.91,Biotech,Startup India,Very Strong
2049,8.18,5.8,6.0,1.49,112.5,765.08,979.26,90.41,EV,PLI Scheme,Very Strong
2030,7.76,5.55,6.52,1.43,138.92,781.54,640.16,88.91,Renewable Energy,Startup India,Positive
2038,7.11,2.96,5.93,1.43,130.75,830.2,805.46,115.58,Renewable Energy,Smart Cities,Strong
2029,7.81,3.74,5.59,1.43,81.09,547.77,1151.03,49.01,Technology,Make in India,Moderate
2041,7.83,3.47,5.53,1.62,71.28,854.88,747.23,94.9,EV,PLI Scheme,Moderate
2049,6.89,4.17,6.31,1.54,116.18,857.02,641.96,91.42,Space,Startup India,Moderate
2041,6.02,4.33,5.31,1.47,141.43,800.94,572.84,87.32,Biotech,Digital Push,Very Strong
2048,6.48,4.36,5.87,1.56,117.2,699.48,1156.56,75.88,AI,PLI Scheme,Positive
2027,6.13,4.94,6.95,1.47,111.97,787.01,868.81,87.01,Infrastructure,Digital Push,Very Strong
2042,8.13,5.25,4.9,1.55,102.9,730.75,698.33,57.33,EV,Make in India,Strong
2045,8.27,4.88,6.16,1.5,76.9,866.22,793.52,94.13,Technology,Startup India,Moderate
2049,8.47,3.81,4.41,1.47,85.99,706.01,727.19,97.76,Technology,PLI Scheme,Very Strong
2037,5.58,3.65,6.43,1.53,69.44,762.96,559.1,75.92,Space,PLI Scheme,Moderate
2043,8.06,4.2,5.22,1.51,82.42,541.4,930.34,128.81,AI,Make in India,Very Strong
2028,8.97,4.5,7.22,1.52,96.85,786.64,824.73,87.59,Biotech,Smart Cities,Moderate
2026,8.09,4.07,4.72,1.51,129.4,660.05,918.7,90.88,Manufacturing,Digital Push,Strong
2026,5.48,3.26,6.64,1.51,98.87,811.5,820.92,116.72,Technology,PLI Scheme,Moderate
2044,8.61,4.68,7.42,1.54,116.39,844.61,838.37,132.84,Renewable Energy,Green Energy,Strong
2036,7.23,3.93,5.17,1.63,113.38,676.8,507.12,67.53,Renewable Energy,Digital Push,Strong
2030,7.01,3.9,5.34,1.56,122.48,753.74,947.1,78.46,Infrastructure,Startup India,Very Strong
2037,7.56,4.16,5.26,1.51,84.13,770.94,667.64,87.95,Technology,Make in India,Very Strong
2028,6.36,4.03,5.71,1.48,136.48,794.17,703.51,75.14,Biotech,Digital Push,Very Strong
2026,7.2,3.94,6.72,1.49,74.82,844.78,746.1,106.92,Infrastructure,Green Energy,Strong
2026,8.5,3.3,5.63,1.44,98.8,829.08,531.78,72.94,Technology,Green Energy,Positive
2033,7.7,4.12,5.08,1.53,109.48,704.41,738.44,115.33,AI,Make in India,Positive
2035,7.25,4.69,4.18,1.45,129.0,941.8,728.69,102.47,EV,Make in India,Strong
2036,7.27,4.39,7.8,1.48,144.48,840.24,767.1,113.28,Biotech,Digital Push,Strong
2037,6.25,4.86,7.88,1.53,129.2,918.62,581.83,73.03,Technology,Startup India,Very Strong
2038,7.08,3.69,6.76,1.49,145.4,791.6,949.88,82.33,Biotech,Smart Cities,Very Strong
2037,5.89,3.31,5.39,1.48,89.27,798.7,875.73,107.96,Manufacturing,Green Energy,Very Strong
2039,8.02,4.03,6.95,1.44,139.76,735.94,699.03,104.33,Biotech,Make in India,Positive
2027,5.45,3.77,7.15,1.56,135.47,696.75,738.58,84.26,Biotech,Smart Cities,Positive
2044,7.88,3.84,5.95,1.46,50.09,867.04,937.34,87.11,Renewable Energy,Smart Cities,Strong
2043,7.98,4.35,6.24,1.47,104.49,781.75,783.95,81.31,AI,Smart Cities,Positive
2028,8.26,3.85,7.43,1.41,125.05,734.21,646.32,86.57,EV,Startup India,Very Strong
2048,7.27,3.32,4.56,1.5,97.11,627.29,808.3,70.69,EV,Make in India,Very Strong
2042,7.93,3.81,7.2,1.48,82.85,936.61,667.7,67.34,Renewable Energy,Green Energy,Very Strong
2033,7.07,4.44,5.89,1.51,162.85,763.52,720.9,110.11,Biotech,Make in India,Very Strong
2035,6.25,4.67,5.09,1.44,112.78,602.79,812.91,85.89,EV,Digital Push,Very Strong
2027,8.42,4.66,5.17,1.54,113.46,759.77,967.73,113.03,Infrastructure,Green Energy,Moderate
2044,7.12,4.5,5.34,1.41,77.28,725.89,1103.27,101.92,AI,Make in India,Strong
2034,6.07,4.08,4.99,1.5,94.69,720.97,1010.77,96.24,Manufacturing,Green Energy,Strong
2032,6.83,4.48,7.97,1.51,87.55,819.15,809.94,75.8,Renewable Energy,Digital Push,Positive
2029,6.86,4.17,6.69,1.5,136.97,726.06,1136.03,65.78,Technology,PLI Scheme,Very Strong
2046,7.57,4.28,7.26,1.51,122.62,713.34,898.16,80.86,Technology,Green Energy,Moderate
2043,9.08,3.54,6.76,1.54,95.74,913.49,682.84,120.64,Technology,PLI Scheme,Very Strong
2038,7.62,4.23,6.26,1.57,124.01,541.25,833.24,107.78,Space,Smart Cities,Very Strong
2036,7.37,4.47,6.27,1.49,103.66,743.83,728.03,78.99,AI,Startup India,Positive
2049,9.16,4.44,5.8,1.45,115.86,861.46,645.29,81.09,Manufacturing,Digital Push,Moderate
2029,7.98,3.3,5.88,1.53,115.74,825.23,655.61,71.42,EV,Green Energy,Moderate
2050,7.4,4.27,4.79,1.49,120.51,872.41,799.39,59.06,Manufacturing,Digital Push,Strong
2046,6.82,3.19,7.28,1.56,117.49,992.59,925.59,92.03,Manufacturing,Smart Cities,Very Strong
2050,7.45,4.32,4.39,1.47,120.53,953.87,969.55,124.5,Renewable Energy,PLI Scheme,Moderate
2029,7.15,3.71,5.14,1.46,141.4,611.34,645.74,124.75,AI,Startup India,Strong
2035,7.27,5.39,8.21,1.51,126.01,556.72,777.54,102.16,Technology,Digital Push,Moderate
2030,8.25,4.28,6.34,1.41,101.58,789.22,888.12,77.95,Renewable Energy,PLI Scheme,Very Strong
2034,6.77,4.76,6.38,1.48,107.55,587.51,841.26,61.01,EV,Smart Cities,Strong
2049,7.61,5.68,6.84,1.48,140.75,518.82,917.24,110.94,Manufacturing,Smart Cities,Moderate
2028,7.96,3.63,4.66,1.51,112.81,787.95,759.14,98.94,Biotech,Smart Cities,Positive
2042,6.67,4.5,4.81,1.45,100.65,818.05,998.21,83.68,Technology,PLI Scheme,Moderate
2028,6.54,3.37,5.76,1.46,94.22,955.34,819.41,80.33,Space,Green Energy,Very Strong
2041,7.08,4.44,5.3,1.56,116.83,842.21,926.08,102.01,AI,Make in India,Positive
2029,6.83,5.44,6.13,1.5,88.63,980.35,766.69,73.47,Infrastructure,Digital Push,Moderate
2043,8.12,3.76,6.69,1.54,142.12,792.67,828.17,94.78,Space,Make in India,Moderate
2042,6.4,3.58,7.59,1.47,84.05,613.65,596.56,65.6,Manufacturing,Smart Cities,Strong
2032,7.25,4.14,7.01,1.5,146.95,848.66,702.85,134.57,Manufacturing,Make in India,Very Strong
2049,9.24,5.63,5.21,1.51,102.87,910.12,790.96,76.26,Manufacturing,PLI Scheme,Moderate
2048,7.53,4.74,5.83,1.59,83.08,796.93,834.01,102.97,Manufacturing,Smart Cities,Moderate
2030,7.66,3.57,5.55,1.49,114.73,924.07,1195.37,66.04,Technology,Smart Cities,Moderate
2037,8.13,5.22,5.18,1.49,86.17,735.21,766.53,86.73,AI,Startup India,Very Strong
2042,6.83,3.04,4.96,1.55,110.86,815.51,627.27,107.69,Space,Startup India,Positive
2048,6.33,5.7,7.86,1.48,95.56,729.08,1058.35,112.02,Renewable Energy,PLI Scheme,Very Strong
2038,7.34,4.8,6.21,1.51,133.63,1035.49,971.04,105.27,Technology,PLI Scheme,Strong
2048,7.41,5.43,5.98,1.55,113.42,850.95,658.09,87.24,AI,Make in India,Strong
2050,5.91,3.05,6.68,1.47,80.29,616.0,885.14,76.68,Space,Digital Push,Very Strong
2028,7.5,4.32,6.73,1.52,95.07,972.31,936.93,68.45,Renewable Energy,Make in India,Moderate
2034,8.06,4.11,7.32,1.59,127.62,662.02,842.94,120.08,Manufacturing,PLI Scheme,Moderate
2042,6.47,3.5,5.46,1.55,142.18,751.64,865.62,92.07,AI,Digital Push,Positive
2042,7.55,3.29,6.6,1.51,108.87,806.2,731.48,95.76,Manufacturing,Make in India,Very Strong
2045,7.91,4.55,5.29,1.49,83.89,816.0,890.53,113.31,Biotech,Green Energy,Very Strong
2041,7.67,4.62,6.01,1.47,136.35,808.05,751.21,101.73,AI,Green Energy,Moderate
2050,7.74,5.11,6.26,1.45,127.51,614.03,449.64,87.45,EV,Digital Push,Strong
2047,7.0,3.85,6.35,1.58,142.66,808.44,847.48,104.89,Infrastructure,Startup India,Strong
2038,6.3,4.1,6.31,1.57,117.26,882.08,585.37,77.55,Manufacturing,Digital Push,Positive
2044,6.84,3.23,7.0,1.47,96.99,878.62,961.89,58.98,Manufacturing,Make in India,Positive
2042,6.73,5.28,5.6,1.52,122.92,593.78,661.69,118.24,Manufacturing,Smart Cities,Strong
2029,7.14,4.25,6.38,1.51,118.16,671.32,476.58,79.22,EV,Green Energy,Very Strong
2037,8.07,4.71,5.44,1.56,95.63,624.66,572.3,83.91,Technology,Smart Cities,Positive
2034,6.15,4.73,9.12,1.52,114.97,790.78,814.19,85.68,Renewable Energy,Green Energy,Moderate
2044,7.32,5.22,5.29,1.5,105.12,563.8,846.11,77.96,Manufacturing,Make in India,Very Strong
2037,6.35,3.62,5.5,1.47,128.59,615.27,622.23,112.03,Manufacturing,Green Energy,Moderate
2034,6.61,4.69,7.08,1.52,122.3,670.18,669.87,97.49,Space,Digital Push,Positive
2032,7.65,4.18,5.77,1.48,83.71,534.39,818.87,83.92,Space,Smart Cities,Strong
2039,6.25,5.67,7.08,1.51,81.19,746.66,956.11,64.49,Technology,PLI Scheme,Positive
2045,7.79,3.62,6.35,1.5,107.75,497.22,650.59,96.08,Technology,Smart Cities,Strong
2044,6.12,5.02,5.8,1.48,110.82,808.24,873.08,40.99,Infrastructure,Make in India,Very Strong
2040,7.73,4.45,5.45,1.45,129.02,702.36,576.58,94.65,AI,PLI Scheme,Positive
2041,5.96,4.41,5.41,1.53,122.83,675.12,864.22,116.86,Manufacturing,Smart Cities,Positive
2046,6.71,4.24,5.81,1.5,146.47,694.71,925.81,91.29,AI,Make in India,Positive
2030,8.72,5.14,6.03,1.59,98.32,742.75,893.39,114.13,Biotech,Startup India,Very Strong
2028,8.57,4.38,5.37,1.45,96.89,821.14,959.22,65.42,Technology,Digital Push,Moderate
2037,6.87,3.13,6.09,1.53,86.0,908.05,949.88,130.77,Technology,Green Energy,Moderate
2050,7.51,5.05,5.11,1.5,128.74,871.67,1078.57,111.95,Infrastructure,Green Energy,Strong
2045,8.16,4.93,6.96,1.6,110.54,1017.8,835.21,99.52,Renewable Energy,Green Energy,Positive
2046,7.75,4.61,7.15,1.53,63.66,831.04,1078.98,78.03,EV,Startup India,Moderate
2029,6.98,3.41,5.5,1.52,115.05,766.84,687.83,74.71,EV,Digital Push,Very Strong
2046,6.6,3.52,5.44,1.5,116.65,695.16,791.25,88.58,EV,Smart Cities,Positive
2048,7.89,2.89,6.38,1.46,106.39,699.14,803.9,114.06,Technology,Smart Cities,Strong
2041,8.1,4.52,7.47,1.52,117.42,814.68,674.01,63.69,Manufacturing,Digital Push,Moderate
2050,8.57,3.26,7.69,1.43,79.49,630.07,489.51,90.21,Space,PLI Scheme,Very Strong
2032,5.85,3.0,4.8,1.43,151.03,777.48,941.7,104.68,Infrastructure,Digital Push,Very Strong
2038,6.2,5.09,7.21,1.55,119.51,747.74,689.81,108.59,Renewable Energy,Green Energy,Strong
2046,8.13,4.74,6.14,1.41,65.66,662.63,763.88,104.62,Biotech,Smart Cities,Moderate
2035,5.96,3.97,6.16,1.48,109.85,623.86,1041.84,61.65,EV,Digital Push,Positive
2032,8.19,4.11,6.7,1.45,120.17,1052.97,900.09,112.64,Infrastructure,Smart Cities,Very Strong
2039,7.03,2.51,5.72,1.48,82.18,582.41,1063.63,91.34,Space,Digital Push,Strong
2030,6.78,4.84,7.3,1.51,123.34,741.87,836.87,68.29,Space,Make in India,Very Strong
2028,7.36,3.72,7.62,1.55,152.02,896.71,897.77,89.52,Technology,Green Energy,Very Strong
2048,6.12,4.43,7.66,1.56,93.89,813.49,786.31,50.83,EV,Digital Push,Moderate
2036,7.86,2.46,4.36,1.45,120.71,693.18,701.18,101.57,Renewable Energy,Startup India,Moderate
2036,8.55,4.88,5.97,1.48,115.21,606.94,897.25,87.45,Biotech,Digital Push,Positive
2043,7.9,3.67,4.26,1.7,134.21,765.57,758.97,64.6,AI,Make in India,Very Strong
2040,7.0,3.24,5.43,1.49,107.28,433.26,910.23,84.2,Space,Startup India,Strong
2037,5.97,3.96,3.8,1.46,83.33,770.38,740.13,75.85,Space,Startup India,Very Strong
2034,6.0,3.78,6.65,1.46,132.6,754.18,795.45,77.13,Biotech,Digital Push,Strong
2035,6.14,4.95,6.42,1.49,84.82,878.41,806.66,44.78,Space,Make in India,Very Strong
2037,7.19,3.91,5.77,1.48,155.22,612.8,970.78,56.56,Renewable Energy,Startup India,Strong
2042,7.29,5.15,5.41,1.49,124.02,711.18,760.59,85.41,Biotech,Green Energy,Very Strong
2031,7.89,4.43,6.51,1.5,95.03,802.43,986.18,81.96,Manufacturing,PLI Scheme,Very Strong
2032,5.76,4.83,5.19,1.5,137.72,774.67,693.32,109.48,EV,Green Energy,Positive
2039,8.25,4.2,5.12,1.45,109.77,588.88,857.78,77.36,EV,Smart Cities,Moderate
2038,7.76,5.09,5.0,1.52,104.46,672.3,723.74,79.46,AI,Smart Cities,Moderate
2033,6.94,3.39,6.0,1.51,92.98,917.99,976.2,80.4,Biotech,Make in India,Strong
2035,6.25,4.28,5.62,1.52,63.05,781.12,705.39,86.06,AI,Startup India,Very Strong
2034,8.2,3.92,5.82,1.41,125.11,550.31,719.66,91.83,Biotech,Green Energy,Very Strong
2043,6.96,5.18,6.72,1.51,69.3,855.99,644.12,81.87,EV,Green Energy,Moderate
2027,7.18,5.25,7.16,1.4,90.17,558.09,834.43,101.42,Manufacturing,PLI Scheme,Strong
2030,7.51,4.2,7.65,1.49,120.82,713.16,902.75,136.0,Space,Make in India,Positive
2030,6.47,3.3,6.26,1.53,97.48,817.59,887.64,73.49,Biotech,Startup India,Positive
2031,6.97,4.5,6.55,1.55,113.93,895.64,799.81,97.84,AI,Make in India,Positive
2044,7.89,3.03,6.39,1.52,79.66,469.45,727.52,90.59,Technology,Digital Push,Very Strong
2033,7.81,5.34,4.53,1.53,101.29,835.39,780.98,110.94,Space,Green Energy,Strong
2041,7.82,3.87,5.83,1.49,114.08,853.41,786.33,94.06,EV,Make in India,Moderate
2038,6.28,4.18,5.83,1.47,86.21,683.16,855.37,75.47,Renewable Energy,Make in India,Very Strong
2026,7.01,3.72,5.69,1.63,152.16,760.91,845.74,66.7,Renewable Energy,PLI Scheme,Very Strong
2047,6.88,3.57,6.16,1.54,94.06,383.76,1063.56,102.21,Space,Digital Push,Positive
2045,7.54,4.72,5.98,1.44,144.46,420.24,825.55,68.32,Manufacturing,Smart Cities,Strong
2042,7.47,4.09,5.21,1.41,105.8,883.02,870.51,113.67,Technology,Green Energy,Strong
2032,7.32,4.23,6.05,1.48,70.79,685.33,830.0,101.06,AI,PLI Scheme,Positive
2050,9.17,3.5,5.56,1.56,81.58,708.45,774.26,91.73,Biotech,Make in India,Positive
2038,6.97,4.8,3.58,1.5,114.4,778.16,869.57,63.75,EV,Green Energy,Positive
2029,6.87,4.87,4.8,1.39,135.82,706.09,761.11,103.51,Renewable Energy,Smart Cities,Very Strong
2029,6.27,4.05,6.29,1.49,154.24,694.96,811.85,122.34,Renewable Energy,Make in India,Very Strong
2031,5.97,5.09,7.29,1.5,113.21,797.34,982.3,81.5,Renewable Energy,Digital Push,Very Strong
2044,6.22,4.13,3.77,1.38,80.57,570.54,752.05,75.16,Renewable Energy,Green Energy,Moderate
2037,6.63,4.75,5.33,1.5,116.96,889.19,874.23,88.16,Infrastructure,PLI Scheme,Moderate
2047,8.25,3.06,6.63,1.45,89.37,722.37,472.61,99.34,Manufacturing,Digital Push,Strong
2032,7.23,4.45,7.08,1.41,119.8,629.32,794.05,79.38,AI,Smart Cities,Positive
2035,7.35,4.01,5.78,1.58,86.46,613.17,751.1,107.98,EV,Smart Cities,Positive
2044,7.12,4.31,5.52,1.45,57.76,755.12,836.84,128.21,EV,Green Energy,Very Strong
2032,7.49,4.28,7.42,1.47,142.92,713.24,786.93,96.6,EV,Smart Cities,Moderate
2028,8.32,4.29,7.0,1.47,104.34,564.14,839.81,83.5,AI,Startup India,Positive
2038,5.6,4.63,7.06,1.5,111.24,677.78,766.99,98.8,Manufacturing,PLI Scheme,Strong
2038,8.17,3.8,5.73,1.59,134.92,652.9,874.09,113.55,Space,Green Energy,Positive
2043,5.19,4.6,7.31,1.44,156.97,901.42,579.95,93.19,Space,Startup India,Very Strong
2045,7.22,5.06,4.25,1.48,128.0,765.65,835.6,99.7,Technology,Smart Cities,Very Strong
2033,8.95,3.21,7.33,1.51,112.58,938.32,688.81,104.1,Biotech,Green Energy,Moderate
2034,7.74,3.65,6.13,1.46,121.57,664.8,983.5,72.49,Space,Startup India,Strong
2032,7.5,3.68,6.33,1.48,102.63,715.06,686.55,99.18,Biotech,Smart Cities,Strong
2026,8.8,3.44,5.25,1.53,110.9,796.39,959.33,63.16,Manufacturing,Make in India,Positive
2028,6.64,3.87,4.39,1.46,113.62,822.5,818.39,76.83,Renewable Energy,Make in India,Strong
2038,7.55,4.92,6.31,1.48,90.33,836.52,563.97,112.91,Biotech,Digital Push,Positive
2050,7.66,5.21,6.75,1.48,110.53,643.46,697.32,107.42,Renewable Energy,Make in India,Positive
2042,6.78,4.27,6.9,1.49,119.18,646.84,938.69,84.6,Manufacturing,Startup India,Moderate
2050,6.85,3.97,6.79,1.51,122.93,707.35,930.74,124.12,Manufacturing,PLI Scheme,Strong
2049,6.76,4.76,6.57,1.53,120.93,927.71,638.09,63.8,AI,Make in India,Very Strong
2026,7.27,2.55,5.28,1.6,76.52,629.92,1038.8,85.9,AI,Green Energy,Positive
2031,7.64,3.46,6.97,1.37,140.73,686.77,816.56,95.5,Infrastructure,Green Energy,Positive
2046,7.3,2.57,5.16,1.49,138.66,837.58,943.88,33.84,EV,Green Energy,Positive
2031,7.77,3.45,7.31,1.43,107.6,831.16,650.34,86.85,Infrastructure,Make in India,Strong
2037,5.62,3.66,6.12,1.48,121.39,816.65,756.17,67.51,EV,Make in India,Strong
2038,7.03,5.23,6.15,1.54,104.59,759.7,878.23,67.97,Renewable Energy,Digital Push,Strong
2038,6.38,2.27,7.07,1.56,128.8,622.18,776.16,84.56,Infrastructure,PLI Scheme,Positive
2040,7.44,3.91,7.2,1.56,89.64,667.11,411.09,53.49,Infrastructure,PLI Scheme,Very Strong
2046,7.43,4.63,6.97,1.56,143.56,885.18,793.29,73.84,Technology,Smart Cities,Very Strong
2041,7.11,4.49,5.38,1.49,127.56,842.84,544.94,53.95,Manufacturing,Digital Push,Strong
2047,7.61,5.22,6.96,1.57,128.14,589.8,670.1,92.48,AI,Startup India,Very Strong
2046,8.0,4.31,5.39,1.58,107.37,854.33,623.6,92.09,Infrastructure,Green Energy,Positive
2036,7.15,4.46,6.99,1.51,74.68,907.05,978.56,83.03,AI,Make in India,Strong
2030,6.36,2.91,4.77,1.56,132.1,756.46,1022.49,109.93,EV,Smart Cities,Strong
2029,5.93,3.51,6.11,1.5,75.51,801.15,867.82,84.08,Infrastructure,Smart Cities,Positive
2028,7.23,2.95,5.38,1.57,132.4,871.38,787.79,89.54,EV,Make in India,Strong
2044,7.39,4.6,7.07,1.49,90.7,666.51,823.97,71.88,Space,Digital Push,Positive
2045,6.42,4.44,7.32,1.47,70.32,1029.55,978.46,43.93,Space,Smart Cities,Strong
2050,7.78,4.42,6.4,1.44,110.02,896.77,542.32,87.09,Infrastructure,PLI Scheme,Very Strong
2043,6.83,3.58,6.37,1.49,139.57,812.88,669.49,84.48,Space,Digital Push,Strong
2040,5.87,3.52,6.9,1.5,85.86,745.86,960.57,124.2,Biotech,Make in India,Strong
2034,8.21,4.35,7.32,1.45,149.98,809.37,989.72,103.35,Renewable Energy,Digital Push,Strong
2042,8.12,3.73,6.24,1.49,126.42,562.77,902.56,81.74,Technology,PLI Scheme,Moderate
2039,5.59,3.49,5.7,1.47,113.92,999.85,673.7,92.83,EV,Green Energy,Very Strong
2040,6.75,3.84,6.85,1.45,99.11,885.47,958.54,108.14,Manufacturing,Make in India,Positive
2026,6.72,3.74,4.34,1.55,100.85,925.68,1010.6,100.34,Manufacturing,PLI Scheme,Moderate
2046,8.51,3.59,7.11,1.56,120.75,753.69,920.56,123.38,Renewable Energy,Make in India,Very Strong
2047,7.12,3.34,5.49,1.55,131.15,706.77,470.84,74.21,Space,PLI Scheme,Strong
2047,6.0,4.51,5.96,1.5,95.16,669.08,837.44,109.5,Renewable Energy,PLI Scheme,Strong
2028,7.91,5.29,7.12,1.5,89.84,847.63,901.93,81.54,Space,Smart Cities,Positive
